,File Name,Modality,Vocal Channel,Emotion,Intensity,Statement,Repetition,Actor,Gender,File Path,Audio,Sampling Rate
41,01-01-06-02-02-02-01.mp4,full-AV,speech,fearful,strong,Statement 02,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-06-02-02-02-01.mp4,"[ 0.0012207   0.00115967  0.00109863 ... -0.02105713 -0.01989746
 -0.01956177]",44100
42,01-01-07-01-01-02-01.mp4,full-AV,speech,disgust,normal,Statement 01,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-01-01-02-01.mp4,"[-3.66210938e-04 -4.27246094e-04 -2.44140625e-04 ... -5.18798828e-04
 -1.83105469e-04  6.10351562e-05]",44100
43,01-01-07-01-02-01-01.mp4,full-AV,speech,disgust,normal,Statement 02,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-01-02-01-01.mp4,"[-6.10351562e-05 -6.10351562e-05 -6.10351562e-05 ...  1.67846680e-03
  1.73950195e-03  1.77001953e-03]",44100
44,01-01-07-01-02-02-01.mp4,full-AV,speech,disgust,normal,Statement 02,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-01-02-02-01.mp4,"[-0.00143433 -0.0015564  -0.00018311 ... -0.00076294 -0.00067139
 -0.00048828]",44100
45,01-01-07-02-01-01-01.mp4,full-AV,speech,disgust,strong,Statement 01,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-02-01-01-01.mp4,"[-0.00024414  0.00128174 -0.00180054 ... -0.00167847 -0.00018311
 -0.00100708]",44100
46,01-01-07-02-01-02-01.mp4,full-AV,speech,disgust,strong,Statement 01,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-02-01-02-01.mp4,[0.00448608 0.00564575 0.01046753 ... 0.00827026 0.00808716 0.00759888],44100
47,01-01-07-02-02-01-01.mp4,full-AV,speech,disgust,strong,Statement 02,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-02-02-01-01.mp4,"[-0.00015259 -0.00015259 -0.00015259 ... -0.0138855  -0.01345825
 -0.01431274]",44100
48,01-01-07-02-02-02-01.mp4,full-AV,speech,disgust,strong,Statement 02,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-02-02-02-01.mp4,"[ 0.00820923  0.01113892  0.01193237 ... -0.00637817 -0.00726318
 -0.01000977]",44100
49,01-01-08-01-01-01-01.mp4,full-AV,speech,surprised,normal,Statement 01,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-01-01-01-01.mp4,"[ 0.0005188   0.00033569  0.00036621 ... -0.00164795 -0.00161743
 -0.00167847]",44100
50,01-01-08-01-01-02-01.mp4,full-AV,speech,surprised,normal,Statement 01,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-01-01-02-01.mp4,[0.00119019 0.00131226 0.00115967 ... 0.00152588 0.00164795 0.00177002],44100
51,01-01-08-01-02-01-01.mp4,full-AV,speech,surprised,normal,Statement 02,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-01-02-01-01.mp4,"[-3.96728516e-04  3.05175781e-05  1.52587891e-04 ... -2.31933594e-03
 -2.31933594e-03 -2.68554688e-03]",44100
52,01-01-08-01-02-02-01.mp4,full-AV,speech,surprised,normal,Statement 02,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-01-02-02-01.mp4,"[-0.00186157 -0.00396729 -0.00363159 ... -0.00091553 -0.0007019
 -0.00042725]",44100
53,01-01-08-02-01-01-01.mp4,full-AV,speech,surprised,strong,Statement 01,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-02-01-01-01.mp4,"[ 0.0007019  -0.00250244 -0.00027466 ...  0.00067139  0.00064087
  0.00076294]",44100
54,01-01-08-02-01-02-01.mp4,full-AV,speech,surprised,strong,Statement 01,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-02-01-02-01.mp4,"[ 0.00241089 -0.00967407 -0.0189209  ... -0.0043335  -0.0050354
 -0.00564575]",44100
55,01-01-08-02-02-01-01.mp4,full-AV,speech,surprised,strong,Statement 02,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-02-02-01-01.mp4,"[-1.22070312e-04 -1.22070312e-04 -9.15527344e-05 ... -1.92260742e-03
 -2.31933594e-03 -2.19726562e-03]",44100
56,01-01-03-01-02-01-01.mp4,full-AV,speech,happy,normal,Statement 02,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-03-01-02-01-01.mp4,"[-0.0017395  -0.00204468 -0.00222778 ... -0.00073242 -0.0007019
 -0.00064087]",44100
57,01-01-05-01-01-02-01.mp4,full-AV,speech,angry,normal,Statement 01,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-05-01-01-02-01.mp4,"[-3.05175781e-05 -1.83105469e-04 -1.22070312e-04 ...  3.35693359e-04
  8.54492188e-04  1.73950195e-03]",44100
58,01-01-07-01-01-01-01.mp4,full-AV,speech,disgust,normal,Statement 01,Repetition 01,1,male,Video_Speech_Actor_01/Actor_01/01-01-07-01-01-01-01.mp4,"[ 1.28173828e-03  7.93457031e-04 -1.22070312e-04 ... -9.15527344e-05
 -1.83105469e-04 -2.74658203e-04]",44100
59,01-01-08-02-02-02-01.mp4,full-AV,speech,surprised,strong,Statement 02,Repetition 02,1,male,Video_Speech_Actor_01/Actor_01/01-01-08-02-02-02-01.mp4,"[ 0.00415039  0.00262451  0.00057983 ... -0.0022583  -0.00213623
 -0.00244141]",44100
60,01-01-01-01-01-01-02.mp4,full-AV,speech,neutral,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-01-01-01-01-02.mp4,"[ 1.28173828e-03  8.23974609e-04 -6.10351562e-05 ...  2.74658203e-04
  3.05175781e-04  2.74658203e-04]",44100
61,01-01-01-01-01-02-02.mp4,full-AV,speech,neutral,normal,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-01-01-01-02-02.mp4,"[-0.00354004 -0.00030518  0.00183105 ... -0.00024414 -0.00030518
 -0.00024414]",44100
62,01-01-01-01-02-01-02.mp4,full-AV,speech,neutral,normal,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-01-01-02-01-02.mp4,"[-0.0020752  -0.00189209 -0.00109863 ...  0.00265503  0.00219727
  0.0017395 ]",44100
63,01-01-01-01-02-02-02.mp4,full-AV,speech,neutral,normal,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-01-01-02-02-02.mp4,"[-0.00424194 -0.00350952 -0.00183105 ...  0.00222778  0.00180054
  0.00128174]",44100
64,01-01-02-01-01-01-02.mp4,full-AV,speech,calm,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-01-01-01-02.mp4,"[ 0.00024414  0.00030518 -0.00012207 ... -0.00161743 -0.00158691
 -0.00161743]",44100
65,01-01-02-01-01-02-02.mp4,full-AV,speech,calm,normal,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-01-01-02-02.mp4,"[-0.00115967 -0.00149536 -0.00079346 ...  0.00097656  0.00088501
  0.00076294]",44100
66,01-01-02-01-02-01-02.mp4,full-AV,speech,calm,normal,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-01-02-01-02.mp4,"[ 2.44140625e-04 -3.05175781e-05 -7.62939453e-04 ... -1.28173828e-03
 -1.31225586e-03 -1.52587891e-03]",44100
67,01-01-02-01-02-02-02.mp4,full-AV,speech,calm,normal,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-01-02-02-02.mp4,"[-6.71386719e-04 -3.05175781e-04 -6.10351562e-05 ...  1.61743164e-03
  1.67846680e-03  1.77001953e-03]",44100
68,01-01-02-02-01-01-02.mp4,full-AV,speech,calm,strong,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-02-01-01-02.mp4,[0.00015259 0.00024414 0.00061035 ... 0.0007019  0.00079346 0.00082397],44100
69,01-01-02-02-01-02-02.mp4,full-AV,speech,calm,strong,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-02-01-02-02.mp4,"[-0.00100708 -0.00119019 -0.00085449 ...  0.00177002  0.00146484
  0.00112915]",44100
70,01-01-02-02-02-01-02.mp4,full-AV,speech,calm,strong,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-02-02-01-02.mp4,"[9.15527344e-05 4.27246094e-04 6.10351562e-04 ... 1.09863281e-03
 7.62939453e-04 3.35693359e-04]",44100
71,01-01-02-02-02-02-02.mp4,full-AV,speech,calm,strong,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-02-02-02-02-02.mp4,"[-3.05175781e-05 -3.05175781e-05 -6.10351562e-05 ...  3.35693359e-04
  3.35693359e-04  3.96728516e-04]",44100
72,01-01-03-01-01-01-02.mp4,full-AV,speech,happy,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-01-01-01-02.mp4,"[-0.0017395  -0.00021362  0.00061035 ... -0.00338745 -0.00384521
 -0.00427246]",44100
73,01-01-03-01-01-02-02.mp4,full-AV,speech,happy,normal,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-01-01-02-02.mp4,"[-0.00161743 -0.00146484 -0.00097656 ... -0.0022583  -0.00158691
 -0.00097656]",44100
74,01-01-03-01-02-02-02.mp4,full-AV,speech,happy,normal,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-01-02-02-02.mp4,"[-0.00021362 -0.00021362 -0.00015259 ...  0.00106812  0.00112915
  0.00134277]",44100
75,01-01-03-02-01-01-02.mp4,full-AV,speech,happy,strong,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-02-01-01-02.mp4,"[ 0.00076294  0.00198364  0.00280762 ... -0.00979614 -0.0111084
 -0.01205444]",44100
76,01-01-03-02-01-02-02.mp4,full-AV,speech,happy,strong,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-02-01-02-02.mp4,"[ 0.00424194  0.00076294 -0.00985718 ... -0.0038147  -0.00491333
 -0.00592041]",44100
77,01-01-03-02-02-01-02.mp4,full-AV,speech,happy,strong,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-02-02-01-02.mp4,"[ 0.00747681  0.0072937   0.00704956 ... -0.01116943 -0.01101685
 -0.0105896 ]",44100
78,01-01-03-02-02-02-02.mp4,full-AV,speech,happy,strong,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-03-02-02-02-02.mp4,"[-0.0027771  -0.00247192 -0.00216675 ... -0.00747681 -0.00756836
 -0.00762939]",44100
79,01-01-04-01-01-01-02.mp4,full-AV,speech,sad,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-01-01-01-02.mp4,"[-0.00088501 -0.00317383 -0.00393677 ...  0.00161743  0.00164795
  0.00164795]",44100
80,01-01-04-01-01-02-02.mp4,full-AV,speech,sad,normal,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-01-01-02-02.mp4,"[-0.00198364 -0.00189209 -0.00091553 ...  0.00192261  0.0022583
  0.00241089]",44100
81,01-01-04-01-02-01-02.mp4,full-AV,speech,sad,normal,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-01-02-01-02.mp4,"[-9.15527344e-05 -6.10351562e-05  2.44140625e-04 ... -5.03540039e-03
 -5.03540039e-03 -5.00488281e-03]",44100
82,01-01-04-01-02-02-02.mp4,full-AV,speech,sad,normal,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-01-02-02-02.mp4,"[-0.0015564  -0.00170898 -0.00128174 ... -0.00259399 -0.00265503
 -0.00271606]",44100
83,01-01-04-02-01-01-02.mp4,full-AV,speech,sad,strong,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-02-01-01-02.mp4,[0.00396729 0.00424194 0.0043335  ... 0.00115967 0.00125122 0.00134277],44100
84,01-01-04-02-01-02-02.mp4,full-AV,speech,sad,strong,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-02-01-02-02.mp4,"[-0.00076294 -0.0010376  -0.00106812 ...  0.00100708  0.00091553
  0.00079346]",44100
85,01-01-04-02-02-01-02.mp4,full-AV,speech,sad,strong,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-02-02-01-02.mp4,"[ 0.00042725  0.00030518  0.00015259 ... -0.00213623 -0.00192261
 -0.00167847]",44100
86,01-01-04-02-02-02-02.mp4,full-AV,speech,sad,strong,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-04-02-02-02-02.mp4,"[-9.15527344e-05 -1.22070312e-04 -3.35693359e-04 ...  2.44140625e-04
  3.05175781e-04  3.66210938e-04]",44100
87,01-01-05-01-01-01-02.mp4,full-AV,speech,angry,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-01-01-01-02.mp4,"[-0.009552   -0.01367188 -0.00317383 ... -0.00170898 -0.00198364
 -0.00219727]",44100
88,01-01-05-01-02-01-02.mp4,full-AV,speech,angry,normal,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-01-02-01-02.mp4,"[ 3.05175781e-05  3.05175781e-05  3.05175781e-05 ... -3.14331055e-03
 -3.17382812e-03 -3.29589844e-03]",44100
89,01-01-05-01-02-02-02.mp4,full-AV,speech,angry,normal,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-01-02-02-02.mp4,"[ 0.00000000e+00  0.00000000e+00  3.05175781e-05 ... -7.01904297e-04
 -3.96728516e-04 -1.52587891e-04]",44100
90,01-01-05-02-01-01-02.mp4,full-AV,speech,angry,strong,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-02-01-01-02.mp4,"[ 0.00332642  0.00994873 -0.00231934 ...  0.00024414  0.00769043
  0.0140686 ]",44100
91,01-01-05-02-01-02-02.mp4,full-AV,speech,angry,strong,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-02-01-02-02.mp4,"[-0.00247192  0.00439453 -0.00296021 ... -0.0020752  -0.00100708
 -0.0007019 ]",44100
92,01-01-05-02-02-01-02.mp4,full-AV,speech,angry,strong,Statement 02,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-02-02-01-02.mp4,[0.03967285 0.0322876  0.02423096 ... 0.00390625 0.00418091 0.00454712],44100
93,01-01-05-02-02-02-02.mp4,full-AV,speech,angry,strong,Statement 02,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-05-02-02-02-02.mp4,"[-0.01846313  0.00146484  0.01742554 ...  0.00650024  0.00775146
  0.00845337]",44100
94,01-01-06-01-01-01-02.mp4,full-AV,speech,fearful,normal,Statement 01,Repetition 01,2,female,Video_Speech_Actor_01/Actor_02/01-01-06-01-01-01-02.mp4,"[ 0.00280762 -0.00256348 -0.00131226 ... -0.00073242  0.00088501
  0.00057983]",44100
95,01-01-06-01-01-02-02.mp4,full-AV,speech,fearful,normal,Statement 01,Repetition 02,2,female,Video_Speech_Actor_01/Actor_02/01-01-06-01-01-02-02.mp4,"[-0.0022583  -0.00234985  0.00079346 ... -0.00265503 -0.00265503
 -0.00253296]",44100
